##Name	Total_Item	Num_item	Num_list	Num_list_item	Ori_p	Adj_p	Enrich_score	Gene_list
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	7829	15	200	0	1.00000000	1	0	
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	7829	17	200	0	1.00000000	1	0	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	7829	16	200	0	1.00000000	1	0	
BIOCARTA_MTOR_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	7829	26	200	0	1.00000000	1	0	
BIOCARTA_PML_PATHWAY	7829	17	200	0	1.00000000	1	0	
BIOCARTA_NO2IL12_PATHWAY	7829	17	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_PE	7829	11	200	0	1.00000000	1	0	
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	7829	11	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	7829	19	200	0	1.00000000	1	0	
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	7829	49	200	0	1.00000000	1	0	
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	7829	27	200	0	1.00000000	1	0	
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	7829	17	200	0	1.00000000	1	0	
KEGG_RNA_POLYMERASE	7829	29	200	0	1.00000000	1	0	
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	7829	17	200	0	1.00000000	1	0	
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	7829	12	200	0	1.00000000	1	0	
KEGG_PHENYLALANINE_METABOLISM	7829	18	200	0	1.00000000	1	0	
REACTOME_PERK_REGULATED_GENE_EXPRESSION	7829	29	200	0	1.00000000	1	0	
BIOCARTA_TEL_PATHWAY	7829	18	200	0	1.00000000	1	0	
REACTOME_MEIOSIS	7829	116	200	0	1.00000000	1	0	
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	7829	16	200	0	1.00000000	1	0	
BIOCARTA_IL22BP_PATHWAY	7829	16	200	0	1.00000000	1	0	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	7829	48	200	0	1.00000000	1	0	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	7829	13	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_NOTCH2	7829	12	200	0	1.00000000	1	0	
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	7829	24	200	0	1.00000000	1	0	
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	7829	18	200	0	1.00000000	1	0	
BIOCARTA_FIBRINOLYSIS_PATHWAY	7829	12	200	0	1.00000000	1	0	
BIOCARTA_CDC42RAC_PATHWAY	7829	16	200	0	1.00000000	1	0	
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	7829	73	200	0	1.00000000	1	0	
REACTOME_BASE_EXCISION_REPAIR	7829	19	200	0	1.00000000	1	0	
BIOCARTA_EIF4_PATHWAY	7829	24	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	7829	51	200	0	1.00000000	1	0	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	7829	76	200	0	1.00000000	1	0	
BIOCARTA_RAB_PATHWAY	7829	12	200	0	1.00000000	1	0	
BIOCARTA_P38MAPK_PATHWAY	7829	40	200	0	1.00000000	1	0	
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	7829	6	200	0	1.00000000	1	0	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	7829	140	200	0	1.00000000	1	0	
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	7829	13	200	0	1.00000000	1	0	
BIOCARTA_SPPA_PATHWAY	7829	22	200	0	1.00000000	1	0	
REACTOME_ZINC_TRANSPORTERS	7829	15	200	0	1.00000000	1	0	
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	7829	13	200	0	1.00000000	1	0	
REACTOME_TCR_SIGNALING	7829	54	200	0	1.00000000	1	0	
REACTOME_THE_NLRP3_INFLAMMASOME	7829	12	200	0	1.00000000	1	0	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	7829	25	200	0	1.00000000	1	0	
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	7829	27	200	0	1.00000000	1	0	
KEGG_HOMOLOGOUS_RECOMBINATION	7829	28	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	7829	15	200	0	1.00000000	1	0	
KEGG_CHRONIC_MYELOID_LEUKEMIA	7829	73	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	7829	64	200	0	1.00000000	1	0	
BIOCARTA_EPONFKB_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	7829	12	200	0	1.00000000	1	0	
KEGG_HISTIDINE_METABOLISM	7829	29	200	0	1.00000000	1	0	
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	7829	21	200	0	1.00000000	1	0	
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	7829	46	200	0	1.00000000	1	0	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	7829	11	200	0	1.00000000	1	0	
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	7829	10	200	0	1.00000000	1	0	
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	7829	15	200	0	1.00000000	1	0	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	7829	137	200	0	1.00000000	1	0	
KEGG_BUTANOATE_METABOLISM	7829	34	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_RNA	7829	330	200	0	1.00000000	1	0	
REACTOME_RAP1_SIGNALLING	7829	17	200	0	1.00000000	1	0	
BIOCARTA_CK1_PATHWAY	7829	17	200	0	1.00000000	1	0	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	7829	44	200	0	1.00000000	1	0	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	7829	14	200	0	1.00000000	1	0	
REACTOME_COPI_MEDIATED_TRANSPORT	7829	10	200	0	1.00000000	1	0	
REACTOME_DARPP_32_EVENTS	7829	25	200	0	1.00000000	1	0	
BIOCARTA_BARRESTIN_PATHWAY	7829	10	200	0	1.00000000	1	0	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	7829	53	200	0	1.00000000	1	0	
BIOCARTA_GSK3_PATHWAY	7829	27	200	0	1.00000000	1	0	
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	7829	10	200	0	1.00000000	1	0	
KEGG_HUNTINGTONS_DISEASE	7829	185	200	0	1.00000000	1	0	
BIOCARTA_ERK5_PATHWAY	7829	18	200	0	1.00000000	1	0	
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	7829	12	200	0	1.00000000	1	0	
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	7829	91	200	0	1.00000000	1	0	
BIOCARTA_HSP27_PATHWAY	7829	15	200	0	1.00000000	1	0	
BIOCARTA_CALCINEURIN_PATHWAY	7829	21	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	7829	13	200	0	1.00000000	1	0	
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	7829	18	200	0	1.00000000	1	0	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	7829	179	200	0	1.00000000	1	0	
REACTOME_ELONGATION_ARREST_AND_RECOVERY	7829	32	200	0	1.00000000	1	0	
KEGG_LONG_TERM_POTENTIATION	7829	70	200	0	1.00000000	1	0	
REACTOME_PECAM1_INTERACTIONS	7829	10	200	0	1.00000000	1	0	
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	7829	49	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	7829	49	200	0	1.00000000	1	0	
REACTOME_S_PHASE	7829	109	200	0	1.00000000	1	0	
KEGG_CIRCADIAN_RHYTHM_MAMMAL	7829	13	200	0	1.00000000	1	0	
BIOCARTA_CHEMICAL_PATHWAY	7829	22	200	0	1.00000000	1	0	
REACTOME_ER_PHAGOSOME_PATHWAY	7829	61	200	0	1.00000000	1	0	
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	7829	13	200	0	1.00000000	1	0	
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	7829	33	200	0	1.00000000	1	0	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	7829	22	200	0	1.00000000	1	0	
