GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	8.9e-05	0.0022	24	16	170	151	1	GSE10780	UBE2C	SMC4,PBK,CCNB1,KIF20A,TTK,DUT,TRIP13,CKAP2,WHSC1,PSMD14,NUSAP1,INTS7,BTAF1,ZWILCH,SHCBP1,KIF2C,ATAD2,RPL14,LMNB1,MELK,SGOL2,CEP55,CENPA,CDCA3,CDCA8,PSMA7,ANLN,RPL11,CDKN3,RPS3A,TWISTNB,GTF2I,EXO1,GLTSCR2,MTDH,ALKBH2,MRPL14,HJURP,TMEM206,STX6,RMI2,CAPN6,AMIGO2,ABCB1,NAB1,EFHA2,RCSD1
REACTOME_SIGNALING_BY_BMP	1e-04	0.0025	23	19	170	151	2	GSE10780	CHRDL1	TCF7L1,DMD,MELK,PDGFD,GAS1,DENND2A,STX6,PLEKHH2,LHFPL2,TRPC1,FIGF,CRYAB,NAB1,LHFP,LAMA3,IL11RA
BIOCARTA_CELLCYCLE_PATHWAY	0.00011	0.0026	23	21	170	151	1	GSE10780	CCNB1,E2F1	TRIP13,MELK,SMC4,PBK,TTK,ATAD2,NUSAP1,WHSC1,KIF20A,ZWILCH,SHCBP1,RPL14,INTS7,CKAP2,EXO1,KIF2C,DUT,LMNB1,CENPA,CDCA3,UBE2C,BTAF1,SGOL2,CDCA8,RPS3A,CEP55,PSMD14,CDKN3,PSMA7,RPL11,MTDH,ANLN,GLTSCR2,GTF2I,TMEM206,ALKBH2,HJURP,CCNB1IP1,TWISTNB,ICMT,AMIGO2,RMI2,TCF7L1,EFHA2,DHRS13,FOXN3
BIOCARTA_G1_PATHWAY	0.00012	0.0029	28	24	170	151	1	GSE10780	E2F1	NUSAP1,CCNB1,WHSC1,ZWILCH,SMC4,ATAD2,PBK,MELK,INTS7,SGOL2,KIF20A,TTK,TRIP13,SHCBP1,EXO1,DUT,CEP55,CENPA,CKAP2,LMNB1,UBE2C,CDCA8,KIF2C,BTAF1,RPL14,CDCA3,PSMA7,MTDH,RPS3A,ANLN,CDKN3,GLTSCR2,PSMD14,TMEM206,GTF2I,RPL11,ALKBH2,FIGF,TWISTNB,ABCB1,CRYAB,PDGFD,TCF7L1,EGF,MAMDC2,CHI3L1,TGFBR3,NAB1,RMI2,AMIGO2,EFHA2,DENND2A,EDNRB,LAMA3,GLT8D2,SEMA5A,LIFR,FOXN3,PALMD,RGMA,CX3CL1
KEGG_P53_SIGNALING_PATHWAY	0.00022	0.005	69	49	170	151	3	GSE10780	CCNB1	NUSAP1,PBK,KIF20A,ZWILCH,LMNB1,MELK,CENPA,SMC4,SGOL2,ATAD2,TTK,TRIP13,CKAP2,INTS7,WHSC1,CEP55,SHCBP1,CDCA3,UBE2C,KIF2C,CDCA8,DUT,EXO1,CDKN3,ANLN,MTDH,RPL14,BTAF1,PSMD14,FIGF,TMEM206,RPS3A,GTF2I,HJURP,ALKBH2,CCNB1IP1,TCF7L1,LAMA3,ICMT,DHRS13,E2F1,AMIGO2,CASP1,EGF,RMI2,GLT8D2,PPL,STC2,KRT15,ABCB1,CHRDL1,CHI3L1,LHFP,TGFBR3,DENND2A,DMKN,CLDN11,NAB1
BIOCARTA_ATRBRCA_PATHWAY	0.00023	0.0051	21	19	170	151	0	GSE10780		INTS7,CCNB1,SMC4,ZWILCH,ATAD2,TRIP13,WHSC1,BTAF1,PBK,SGOL2,CKAP2,CEP55,CENPA,NUSAP1,KIF2C,KIF20A,EXO1,RPL14,DUT,SHCBP1,CDCA8,LMNB1,MELK,TTK,PSMD14,CDKN3,UBE2C,CDCA3,PSMA7,ANLN,MTDH,GTF2I,TWISTNB,ABCB1,RPS3A,MRPL14,GLTSCR2,ALKBH2,TMEM206,RMI2,AMIGO2,E2F1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.00025	0.0055	26	24	170	151	1	GSE10780		CHI3L1,GPC3,MAMDC2,ST6GALNAC5,GLT8D2,DNAJC3,LAMA3,FIGF,PDGFD,CRYAB,FAM13A,PALMD,FXYD1,CX3CL1,TCEAL2,NAB1
BIOCARTA_ATM_PATHWAY	0.00026	0.0056	20	18	170	151	1	GSE10780		SGOL2,ZWILCH,CCNB1,INTS7,ATAD2,CEP55,SMC4,PBK,WHSC1,CENPA,CKAP2,TRIP13,KIF2C,BTAF1,SHCBP1,NUSAP1,PSMD14,CDCA8,TTK,KIF20A,MELK,ANLN,LMNB1,CDKN3,EXO1,RPL14,UBE2C,DUT,CDCA3,MTDH,ABCB1,MRPL14,TWISTNB,RMI2,AMIGO2,E2F1,ODZ2,EFHA2,GLB1,GPRASP1,TRPC1
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	3e-04	0.0063	11	9	170	151	1	GSE10780		DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,IL11RA,SPRY1,SEMA5A,PDGFD,GTF2IRD1,FXYD1,RGMA,IL25
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.00032	0.0066	10	6	170	151	0	GSE10780		DMD,GTF2I,STX6,MTDH
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.00039	0.0079	64	39	170	151	0	GSE10780	CENPA,HJURP	CCNB1,DUT,RPL14,RPS3A,KIF2C,RPL11,ZWILCH,SMC4,SGOL2,CDCA8,ATAD2,NUSAP1,PBK,CKAP2,CEP55,WHSC1,TRIP13,TTK,SHCBP1,KIF20A,CDCA3,MELK,CDKN3,LMNB1,EXO1,INTS7,UBE2C,ANLN,PSMD14,PSMA7,BTAF1,GLTSCR2,GTF2I,MRPL14,DHRS13,ABCB1,CBX7,DMD,TWISTNB,MME,ALKBH2,NKX6-1,PTTG3P,TMEM206,NAB1,RMI2
BIOCARTA_ERYTH_PATHWAY	0.00053	0.011	15	10	170	151	0	GSE10780		FIGF,CRYAB,EGF,PDGFD,TGFBR3,MAMDC2,CHI3L1,DMD,LAMA3,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PALMD,CX3CL1,RGMA
KEGG_ABC_TRANSPORTERS	0.00066	0.013	44	30	170	151	4	GSE10780	ABCB1	ACOT12,ICMT,STX6,CBFA2T3,IL25,FXYD1,KIAA1751,CHI3L1
REACTOME_KERATAN_SULFATE_DEGRADATION	7e-04	0.013	11	9	170	151	0	GSE10780	GLB1	CHI3L1,GPC3,RPL14,DNAJC3,MAMDC2,RPL11,RPS3A,GLT8D2,LAMA3,CRYAB,MTDH,FIGF,PALMD,FXYD1,PDGFD,FAM176A
BIOCARTA_SRCRPTP_PATHWAY	0.00078	0.015	11	9	170	151	1	GSE10780	CCNB1	MELK,DUT,SHCBP1,TTK,UBE2C,CEP55,NUSAP1,PBK,TRIP13,ATAD2,WHSC1,CKAP2,ZWILCH,KIF20A,LMNB1,RPL14,EXO1,CDCA3,SMC4,SGOL2,KIF2C,CDKN3,CDCA8,CENPA,BTAF1,ANLN,INTS7,GLTSCR2,RPS3A,PSMA7,RPL11,STX6,HJURP,PSMD14,CCNB1IP1,MTDH,GTF2I,ICMT,RMI2,AMIGO2,ALKBH2,DHRS13,DBNL
KEGG_BASAL_CELL_CARCINOMA	0.00084	0.016	55	51	170	151	1	GSE10780	TCF7L1	GPC3,CHI3L1,DMD,LAMA3,STX6,MAB21L1,MTDH,GAS1,EBF1,LPL,CABP7,NAB1,STC2,FIGF,GLT8D2,C19orf21,DENND2A,MAMDC2,SPRY1,COL10A1,FOXN3,FAM13A,CEP55,EFHA2,NAV2,ABCB1,HS3ST4,GPRASP1,GPRASP2,AMIGO2,E2F1
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.00092	0.017	30	27	170	151	1	GSE10780	GLB1	CHI3L1,GPC3,DNAJC3,MAMDC2,ST6GALNAC5,GLT8D2,LAMA3,FIGF,PDGFD,CRYAB,FAM13A,PALMD,FXYD1,FAM176A,TCEAL2,CX3CL1,NAB1
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.0011	0.019	64	51	170	151	2	GSE10780		DMD,CRYAB,LAMA3,GPC3,STX6,TCF7L1,GTF2I,MTDH,GAS1,DENND2A,PDGFD,OSR1,DUT,RPS3A,ANLN,FIGF,MELK,SEMA5A,MAMDC2,PEAR1,GLT8D2,EFHA2,SPRY1,CX3CL1,PBK,CHRDL1,PAMR1,PALMD,HS3ST4,IL11RA,STC2,GPRASP1,FXYD1,GPIHBP1,ITM2A,RGMA,MOCS1,LHFP,GTF2IRD1,CCDC8,LSM14B,GLB1,LIFR,PER1,NAB1,FOXN3,DBNL,CXCL14,ODZ2,KIAA1751,SCN4B,TRPC1,CD300LG,GPRASP2,GYPC,PPP1R14A,CBX7,ST6GALNAC5,ZNF524
KEGG_SMALL_CELL_LUNG_CANCER	0.0013	0.023	84	73	170	151	2	GSE10780	LAMA3,E2F1	SMC4,RPL14,CCNB1,TCF7L1,RPS3A,PBK,NUSAP1,CDCA3,TRIP13,MTDH,CRYAB,KIF20A,UBE2C,RPL11,CENPA,ANLN,TTK,CEP55,LMNB1,CKAP2,ZWILCH,SGOL2,SHCBP1,MELK,INTS7,CDCA8,EXO1,GPC3,PEAR1,BTAF1,WHSC1,PDGFD,GAS1,GLB1,FIGF,PLEKHH2,MAMDC2,FOXN3,KIF2C,DENND2A,LIFR,CHRDL1,TWISTNB,CDKN3,ATAD2,MRPL14,TMEM206,GNG7,RCSD1,CHI3L1,CX3CL1,ALKBH2,SEMA5A,CASP1,DBNL,TGFBR3,PPL,SPINT2,GPRASP1,STAT4,APCDD1,IL25
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.0013	0.022	14	12	170	151	1	GSE10780		DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,IL11RA,SEMA5A,SPRY1,PDGFD,RGMA,GTF2IRD1,FXYD1,IL25,COL10A1,ABCB1
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.0014	0.024	10	7	170	151	1	GSE10780	FIGF	PDGFD,EGF,TCF7L1,SEMA3G,LHFPL2,SCARA5
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.0015	0.025	66	45	170	151	1	GSE10780	CCNB1	CKAP2,WHSC1,SMC4,GTF2I,KIF2C,CEP55,NUSAP1,INTS7,BTAF1,ATAD2,DUT,ZWILCH,PSMD14,KIF20A,RPL14,PSMA7,TTK,TRIP13,CDCA8,PBK,RPS3A,ANLN,SHCBP1,LMNB1,SGOL2,CDKN3,MELK,CENPA,UBE2C,CDCA3,MTDH,RPL11,TWISTNB,EXO1,STX6,GLB1,HJURP,MRPL14,DHRS13,EFHA2,TMEM206,CCNB1IP1,NAB1,CRYAB,LHFPL2,ABCB1,RMI2,GPRASP1,ICMT,LSM14B,KRT15,AMIGO2,PPME1,NAV2,DBNL,MME
KEGG_TIGHT_JUNCTION	0.0024	0.039	134	113	170	151	3	GSE10780	CLDN11	DMD,MTDH,RPS3A,STX6,MELK,CRYAB,PPL,GLB1,RPL11,LMNB1,RPL14,DNAJC3,GTF2I,ANLN,PSMA7,CBX7,DBNL,LAMA3,SPINT2,EFHA2,SPRY1,MME,VAPB,TCF7L1,FIGF,CCNB1,NAB1,LHFP,PPME1,GPRASP2,GTF2IRD1,PEAR1,S100P,LIFR,PNMAL1,ITM2A,FOXN3,CXCL14,KRT15,LHFPL2,PALMD,EGF,KL,AMIGO2,KIAA1751,C19orf21,GPRASP1,GYPC,CD300LG,CHI3L1,IL11RA,TRPC1,SEMA5A,LSM14B,CHRM5,HS3ST4,TCEAL2,CDC42EP5,CX3CL1,STAT4,FAM13A,GNG7,CHRDL1,CSRNP3,TBCEL,DENND2A,TMEM206
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.0024	0.039	15	13	170	151	2	GSE10780	SEMA5A	DMD,KIAA1751,PEAR1,DNAJC3,ANLN,FAM13A,NAB1,LAMA3,CX3CL1
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.0025	0.04	16	11	170	151	1	GSE10780		GLT8D2,KIAA1751,DMD,SEMA5A,RGMA,DENND2A,COL10A1,ABCB1,IL25
BIOCARTA_PAR1_PATHWAY	0.0026	0.041	37	28	170	151	0	GSE10780		DMD,MTDH,RPL14,RPS3A,RPL11,SMC4,STX6,BTAF1,DNAJC3,ICMT,VAPB,GTF2I,FOXN3,LMNB1,FAM13A,CX3CL1,MELK,GNG7,DBNL,LHFP,DENND2A,SEMA5A,USP31,TBCEL,GTF2IRD1,EFHA2,RERGL,NAB1,GPRASP1,C19orf21,GIPC2,GPRASP2,CSRNP3,PNMAL1,LAMA3,FIGF,FXYD1,KIAA1751
REACTOME_BASE_EXCISION_REPAIR	0.0027	0.042	19	16	170	151	0	GSE10780		INTS7,SMC4,RPL14,WHSC1,CCNB1,ATAD2,DUT,SHCBP1,TRIP13,ZWILCH,CKAP2,NUSAP1,PBK,BTAF1,PSMD14,SGOL2,EXO1,PSMA7,GLTSCR2,KIF20A,LMNB1,CENPA,KIF2C,MELK,RPL11,CEP55,CDCA8,CDCA3,TTK,UBE2C,MTDH,CDKN3,GTF2I,RPS3A,ANLN,TWISTNB,DHRS13,MRPL14,RMI2,MME,MOCS1
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.0028	0.042	22	16	170	151	2	GSE10780	KL	DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,SEMA5A,IL11RA,SPRY1,RGMA,PDGFD,GTF2IRD1,FXYD1,IL25,COL10A1
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.0029	0.044	17	14	170	151	0	GSE10780		SMC4,CCNB1,INTS7,RPL14,ATAD2,WHSC1,DUT,TRIP13,CKAP2,ZWILCH,PBK,NUSAP1,SHCBP1,BTAF1,PSMD14,PSMA7,SGOL2,EXO1,LMNB1,CENPA,KIF2C,KIF20A,MELK,RPL11,GLTSCR2,CEP55,CDCA8,CDCA3,TTK,UBE2C,MTDH,CDKN3,RPS3A,GTF2I,ANLN,TWISTNB,DHRS13,MRPL14,RMI2,MME,MOCS1
BIOCARTA_MYOSIN_PATHWAY	0.0031	0.046	31	25	170	151	0	GSE10780		DMD,STX6,RPS3A,MTDH,RPL11,SMC4,MELK,ICMT,VAPB,LMNB1,CX3CL1,FAM13A,LHFP,GNG7,EFHA2,SEMA5A,DENND2A,USP31,TBCEL,GTF2IRD1,RERGL,NAB1,DBNL,GPRASP1,C19orf21,GPRASP2,GIPC2,CSRNP3,LAMA3,FIGF,FXYD1
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.0031	0.046	12	8	170	151	1	GSE10780		GLT8D2,KIAA1751,DMD,SEMA5A,DENND2A,RGMA,IL25
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.0034	0.05	12	11	170	151	0	GSE10780		FIGF,GPC3,OSR1,CHI3L1,GAS1,PEAR1,DNAJC3,DMD,CRYAB,LAMA3,EGF,ANLN,LPL,PDGFD,DENND2A,STC2,NAB1,GLT8D2,MAMDC2,MELK
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.0036	0.051	76	68	170	151	2	GSE10780	DMD,TCF7L1	CRYAB,GLB1,RPS3A,DNAJC3,LAMA3,FIGF,MTDH,SPRY1,PEAR1,PPL,FXYD1,STX6,NAB1,CHRM5,MME,GTF2IRD1,CX3CL1,EGF,SEMA5A,MELK,PDGFD,CLDN11,NAV2,USP31,FOXN3,HS3ST4,KIAA1751,GPRASP2,CDC42EP5,TGFBR3,TRPC1,SCN4B,IL11RA,OSR1,KCNMB1,OXTR,LMOD1,DENND2A,CHRDL1,CXCL14,DBNL,CSRNP3,C19orf21,ITM2A,GLT8D2,AMIGO2
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.004	0.057	25	17	170	151	3	GSE10780	LMOD1	RPS3A,DMD,CRYAB,LHFP,RPL11,TCF7L1,KIF2C,ANLN,RPL14,GLB1,ODZ2,LIFR,DUT,ABCB1,GTF2IRD1,GTF2I,DENND2A,CAPN6,SMC4,GAS1,PDGFD,PEAR1,KCNMB1,CHI3L1,EDNRB,CKAP2,CHRDL1,STX6,NUSAP1,CDC42EP5,PALMD,DBNL,GYPC,GLT8D2,FXYD1,C19orf21
BIOCARTA_TGFB_PATHWAY	0.0042	0.058	19	15	170	151	0	GSE10780		FIGF,MTDH,BTAF1,GTF2I,STX6,TGFBR3,CRYAB,FOXN3,EGF,SMC4,DMD,LAMA3,PDGFD,CHI3L1,MAMDC2,NAV2,EFHA2,LIFR,GPRASP1,GPRASP2,DENND2A,TCF7L1,HJURP,EDNRB,GLT8D2,CLDN11,SEMA5A,PALMD,PPL,RGMA,CX3CL1,TRPC1,CD300LG
KEGG_MISMATCH_REPAIR	0.0042	0.058	23	21	170	151	0	GSE10780	EXO1	CCNB1,SMC4,TRIP13,INTS7,ZWILCH,WHSC1,ATAD2,BTAF1,PSMD14,CENPA,RPL14,DUT,PBK,NUSAP1,KIF2C,LMNB1,SGOL2,SHCBP1,KIF20A,CKAP2,TTK,PSMA7,RPL11,GTF2I,MELK,RPS3A,CDCA3,UBE2C,GLTSCR2,CDCA8,TWISTNB,CDKN3,CEP55,ALKBH2,DHRS13,ANLN,TMEM206,RMI2,MRPL14,AMIGO2,MME
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.0043	0.059	12	8	170	151	1	GSE10780		DMD,KIAA1751,RGMA
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.005	0.068	79	68	170	151	0	GSE10780		LAMA3,TCF7L1,FIGF,CRYAB,GPC3,PEAR1,GAS1,PDGFD,DENND2A,OSR1,GTF2IRD1,MELK,MTDH,GLB1,GLTSCR2,MAMDC2,NAB1,DMD,CHRDL1,CHI3L1,DBNL,PLEKHH2,EGF,STX6,LIFR,STC2,ABCB1,SEMA5A,PPL,TGFBR3,RCSD1,RASL12,PALMD,GLT8D2,LHFP,VAPB,GYPC,OXTR,SPINT2,CLDN11,LPL,ACOT12,LMOD1,GPIHBP1,C19orf21,ITM2A,CD300LG,CXCL14
REACTOME_MEIOSIS	0.0052	0.07	116	69	170	151	0	GSE10780	LMNB1	CCNB1,RPL14,RPS3A,DUT,SMC4,SGOL2,ZWILCH,ATAD2,RPL11,WHSC1,BTAF1,CENPA,INTS7,KIF2C,TRIP13,PBK,NUSAP1,CKAP2,CEP55,SHCBP1,TTK,KIF20A,CDCA8,MELK,PSMD14,CDCA3,EXO1,GTF2I,UBE2C,CDKN3,PSMA7,GLTSCR2,ANLN,TWISTNB,MTDH,MRPL14,DHRS13,ABCB1,TMEM206,MME,DMD,LHFPL2,ALKBH2,RMI2,CHI3L1,NKX6-1,HJURP,CBX7,AMIGO2,NAV2,CDC42EP5
BIOCARTA_PLATELETAPP_PATHWAY	0.006	0.079	14	13	170	151	0	GSE10780		CRYAB,TCF7L1,LAMA3,GPC3,FIGF,PDGFD,ACOT12,DMD,DENND2A,GAS1,OSR1,CHRDL1,MAMDC2,PALMD,SEMA5A,PEAR1,LIFR,CHI3L1,ITM2A,STX6,EDNRB,LHFP,CX3CL1
REACTOME_BASIGIN_INTERACTIONS	0.0064	0.083	30	23	170	151	1	GSE10780		RPS3A,RPL11,DMD,PEAR1,CRYAB,DNAJC3,ANLN,CHRDL1,LAMA3,PDGFD,SCARA5,CLDN11,CX3CL1,CHI3L1,NAB1,FAM13A,RGMA,KIAA1751,MOCS1,DHRS13,COL10A1,MME
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.0071	0.091	28	18	170	151	1	GSE10780	UBE2C	SMC4,DUT,PBK,CCNB1,BTAF1,INTS7,RPL14,KIF20A,TTK,TRIP13,CKAP2,WHSC1,KIF2C,PSMD14,NUSAP1,ZWILCH,SHCBP1,ATAD2,LMNB1,MELK,SGOL2,PSMA7,CEP55,RPL11,CENPA,CDCA3,CDCA8,RPS3A,ANLN,TWISTNB,CDKN3,GTF2I,GLTSCR2,MTDH,EXO1,MRPL14,ALKBH2,TMEM206,HJURP,STX6,RMI2,CAPN6,AMIGO2,NAB1,ABCB1,EFHA2,RCSD1
KEGG_FOCAL_ADHESION	0.0073	0.092	201	175	170	151	10	GSE10780	LAMA3,FIGF,PDGFD,EGF,RELN	RPS3A,DMD,STX6,CRYAB,TCF7L1,DNAJC3,MTDH,GLB1,MELK,NAB1,GPC3,GTF2I,DENND2A,PEAR1,GAS1,LHFP,CHRDL1,FAM13A,LIFR,SPRY1,GTF2IRD1,VAPB,OSR1,DBNL,CHI3L1,SEMA5A,PLEKHH2,EFHA2,PALMD,IL11RA,MAMDC2,ANLN,FOXN3,GLT8D2,MME,STC2,GPRASP2,TGFBR3,SCARA5,HOXA5,CXCL14,GPRASP1,PPL,AMIGO2,STAT4,ITM2A,CX3CL1,LSM14B,RGMA,CDC42EP5,GYPC,SPINT2,CBFA2T3,ZNF502,CCDC8,RERGL,C19orf21,USP31,KIAA1751,TRPC1,ODZ2,EGR1,IL25,CASP1,LPL,OXTR,LMOD1,SEMA3G,PAMR1,KLHL13,CSRNP3,COL10A1,BCL2L10
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.0074	0.093	115	100	170	151	5	GSE10780	KCNMB1,PPP1R14A	RPS3A,STX6,DMD,GTF2I,RPL11,CRYAB,KIF2C,MELK,LHFP,CAPN6,LMNB1,TCF7L1,ITM2A,CX3CL1,EFHA2,GPRASP1,USP31,LSM14B,ODZ2,HS3ST4,CXCL14,STAT4,LIFR,ABCB1,PDGFD,FOXN3,TRPC1,SEMA5A,PLEKHH2,GTF2IRD1,NAB1,DENND2A,GAS1,SCN4B,RERGL,GLT8D2,FAM13A,TBCEL,KCNJ16,EDNRB,CSRNP3,CHRM5,CHRDL1,GNG7,IL25,RELN,CDC42EP5,KIAA1751,PALMD,FIGF,KLHL13,PNMAL1,FXYD1,ACOT12,GPC3,FAM176A,RGMA
REACTOME_TELOMERE_MAINTENANCE	0.0075	0.093	75	52	170	151	0	GSE10780		RPL14,CCNB1,DUT,RPS3A,RPL11,SMC4,CENPA,KIF2C,ATAD2,PBK,SGOL2,WHSC1,TRIP13,NUSAP1,ZWILCH,INTS7,SHCBP1,KIF20A,TTK,LMNB1,BTAF1,MELK,CKAP2,CDCA8,CEP55,CDCA3,PSMD14,UBE2C,CDKN3,EXO1,PSMA7,GTF2I,ANLN,GLTSCR2,TWISTNB,DHRS13,MTDH,MRPL14,ALKBH2,RMI2,ABCB1,MME,DMD,NKX6-1,MOCS1
REACTOME_GLUTATHIONE_CONJUGATION	0.0079	0.096	23	21	170	151	1	GSE10780		PALMD,CCL21,PSMD14,PSMA7,TCF7L1,CRYAB,LMOD1,RASL12,FXYD1,GAS1,IL11RA,DHRS13,LPL,PEAR1,ABCB1,CXCL14,ITM2A,FAM13A
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.0088	0.11	23	14	170	151	2	GSE10780	UBE2C,CCNB1	SMC4,PBK,PSMD14,KIF20A,TTK,TRIP13,RPL14,CKAP2,WHSC1,BTAF1,DUT,INTS7,NUSAP1,ZWILCH,SHCBP1,KIF2C,PSMA7,LMNB1,ATAD2,RPL11,MELK,SGOL2,CEP55,RPS3A,ANLN,CENPA,CDCA3,CDCA8,GTF2I,CDKN3,TWISTNB,GLTSCR2,MTDH,EXO1,MRPL14,ALKBH2,HJURP,TMEM206,STX6,CCNB1IP1,RMI2,CAPN6,ABCB1,ICMT,EFHA2,NAB1,AMIGO2,DHRS13
REACTOME_NCAM1_INTERACTIONS	0.009	0.11	39	33	170	151	0	GSE10780		GPC3,LAMA3,CRYAB,TCF7L1,DMD,GAS1,OSR1,PDGFD,DENND2A,FIGF,MAMDC2,SEMA5A,PEAR1,PALMD,CHRDL1,STC2,GLT8D2,CX3CL1,LHFP,CCDC8,PAMR1,HS3ST4,PER1,LIFR,ABCB1,GPIHBP1,ODZ2,RGMA,MOCS1,KIAA1751,SCN4B,TRPC1,CXCL14,CHI3L1,GPRASP2,FXYD1,PPP1R14A,ZNF524,ST6GALNAC5
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.0093	0.11	59	39	170	151	1	GSE10780		CKAP2,WHSC1,CCNB1,SMC4,GTF2I,CEP55,KIF2C,ATAD2,DUT,RPL14,NUSAP1,INTS7,PSMD14,ZWILCH,BTAF1,PSMA7,TTK,KIF20A,TRIP13,CDCA8,RPS3A,PBK,ANLN,MTDH,SHCBP1,SGOL2,CDKN3,MELK,TWISTNB,RPL11,CENPA,UBE2C,CDCA3,LMNB1,STX6,GLB1,EXO1,MRPL14,HJURP,EFHA2,TMEM206,DHRS13,NAB1,CRYAB,ABCB1,DNAJC3,LHFPL2,RMI2,GPRASP1,LSM14B,KRT15,PPME1,NAV2,DBNL,MME
KEGG_PRION_DISEASES	0.053	0.6	35	32	170	151	0	GSE10780	EGR1	STX6,GTF2I,ACOT12,MTDH,DMD,CRYAB,RPL11,GLB1,ITM2A,RPL14,MELK,PSMA7,DNAJC3,GPRASP1,KIAA1751,CX3CL1,PDGFD,DUT,EFHA2,PAMR1,RGMA,LMNB1,MOCS1,GPIHBP1,HS3ST4,PEAR1,SEMA5A,LSM14B,VAPB,LPL,CXCL14,DENND2A,LAMA3,GPC3,COL10A1,MME,PPP1R14A,TCF7L1
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.053	0.6	89	69	170	151	4	GSE10780	FIGF,EGF	RPS3A,GLB1,CRYAB,DMD,RPL14,RPL11,MTDH,STX6,CHI3L1,EDNRB,ACOT12,TCF7L1,DNAJC3,DENND2A,PSMA7,LHFP,ANLN,PDGFD,DUT,GTF2I,TGFBR3,ITM2A,CHRDL1,KIF2C,GPC3,FXYD1,LAMA3,MAMDC2,DBNL,RGMA,CX3CL1,FAM176A,CDH12,ABCB1,KIAA1751,ICMT,GPIHBP1,STC2,CAPN6,LHFPL2,C19orf21,LIFR,LPL,PEAR1,VAPB,MOCS1,GLT8D2,PALMD,SEMA5A,PPP1R14A,GYPC,NAV2
REACTOME_MEIOTIC_RECOMBINATION	0.054	0.6	86	47	170	151	0	GSE10780		RPL14,CCNB1,RPS3A,DUT,RPL11,SMC4,CENPA,SGOL2,TRIP13,KIF2C,ATAD2,ZWILCH,PBK,WHSC1,CEP55,NUSAP1,INTS7,SHCBP1,CKAP2,TTK,LMNB1,BTAF1,KIF20A,CDCA8,MELK,CDCA3,CDKN3,EXO1,UBE2C,PSMD14,ANLN,PSMA7,MRPL14,DHRS13,GLTSCR2,GTF2I,ABCB1,TWISTNB,DMD,MME,MTDH,LHFPL2,TMEM206,ALKBH2,CHI3L1,NKX6-1,RMI2,AMIGO2
